index,movie_name,document
330,Bãhubali: The Beginning,"Bãhubali: The Beginning In ancient India, an adventurous and daring man becomes involved in a decades-old feud between two warring peoples. S.S. Rajamouli Prabhas Rana Daggubati Ramya Krishnan Sathyaraj UA 2015"
331,Kaguyahime no monogatari,"Kaguyahime no monogatari Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime. Isao Takahata Chloë Grace Moretz James Caan Mary Steenburgen James Marsden U 2013"
332,Wonder,"Wonder Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time. Stephen Chbosky Jacob Tremblay Owen Wilson Izabela Vidovic Julia Roberts U 2017"
333,Gully Boy,Gully Boy A coming-of-age story based on the lives of street rappers in Mumbai. Zoya Akhtar Vijay Varma Nakul Roshan Sahdev Ranveer Singh Vijay Raaz UA 2019
334,Special Chabbis,Special Chabbis A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers. Neeraj Pandey Akshay Kumar Anupam Kher Manoj Bajpayee Jimmy Sheirgill UA 2013
335,Short Term 12,Short Term 12 A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend. Destin Daniel Cretton Brie Larson Frantz Turner John Gallagher Jr. Kaitlyn Dever R 2013
336,Serbuan maut 2: Berandal,"Serbuan maut 2: Berandal Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force. Gareth Evans Iko Uwais Yayan Ruhian Arifin Putra Oka Antara A 2014"
337,The Imitation Game,"The Imitation Game During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians. Morten Tyldum Benedict Cumberbatch Keira Knightley Matthew Goode Allen Leech UA 2014"
338,Guardians of the Galaxy,Guardians of the Galaxy A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe. James Gunn Chris Pratt Vin Diesel Bradley Cooper Zoe Saldana UA 2014
339,Blade Runner 2049,"Blade Runner 2049 Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years. Denis Villeneuve Harrison Ford Ryan Gosling Ana de Armas Dave Bautista UA 2017"
340,Her,"Her In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need. Spike Jonze Joaquin Phoenix Amy Adams Scarlett Johansson Rooney Mara A 2013"
341,Bohemian Rhapsody,"Bohemian Rhapsody The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985). Bryan Singer Rami Malek Lucy Boynton Gwilym Lee Ben Hardy UA 2018"
342,The Revenant,The Revenant A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team. Alejandro G. Iñárritu Leonardo DiCaprio Tom Hardy Will Poulter Domhnall Gleeson A 2015
343,The Perks of Being a Wallflower,The Perks of Being a Wallflower An introvert freshman is taken under the wings of two seniors who welcome him to the real world Stephen Chbosky Logan Lerman Emma Watson Ezra Miller Paul Rudd UA 2012
344,Tropa de Elite 2: O Inimigo Agora é Outro,"Tropa de Elite 2: O Inimigo Agora é Outro After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups. José Padilha Wagner Moura Irandhir Santos André Ramiro Milhem Cortaz nan 2010"
345,The King's Speech,"The King's Speech The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer. Tom Hooper Colin Firth Geoffrey Rush Helena Bonham Carter Derek Jacobi U 2010"
346,The Help,"The Help An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis. Tate Taylor Emma Stone Viola Davis Octavia Spencer Bryce Dallas Howard UA 2011"
347,Deadpool,"Deadpool A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks. Tim Miller Ryan Reynolds Morena Baccarin T.J. Miller Ed Skrein R 2016"
348,Darbareye Elly,Darbareye Elly The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers. Asghar Farhadi Golshifteh Farahani Shahab Hosseini Taraneh Alidoosti Merila Zare'i TV-PG 2009
349,Dev.D,"Dev.D After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption? Anurag Kashyap Abhay Deol Mahie Gill Kalki Koechlin Dibyendu Bhattacharya A 2009"
350,Yip Man,"Yip Man During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive. Wilson Yip Donnie Yen Simon Yam Siu-Wong Fan Ka Tung Lam R 2008"
351,My Name Is Khan,My Name Is Khan An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey. Karan Johar Shah Rukh Khan Kajol Sheetal Menon Katie A. Keane UA 2010
352,Nefes: Vatan Sagolsun,Nefes: Vatan Sagolsun Story of 40-man Turkish task force who must defend a relay station. Levent Semerci Erdem Can Mete Horozoglu Ilker Kizmaz Baris Bagci nan 2009
353,Slumdog Millionaire,"Slumdog Millionaire A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"". Danny Boyle Loveleen Tandan Dev Patel Freida Pinto Saurabh Shukla UA 2008"
354,Black Swan,"Black Swan A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"". Darren Aronofsky Natalie Portman Mila Kunis Vincent Cassel Winona Ryder A 2010"
355,Tropa de Elite,"Tropa de Elite In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits. José Padilha Wagner Moura André Ramiro Caio Junqueira Milhem Cortaz R 2007"
356,The Avengers,The Avengers Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity. Joss Whedon Robert Downey Jr. Chris Evans Scarlett Johansson Jeremy Renner UA 2012
357,Persepolis,Persepolis A precocious and outspoken Iranian girl grows up during the Islamic Revolution. Vincent Paronnaud Marjane Satrapi Chiara Mastroianni Catherine Deneuve Gena Rowlands PG-13 2007
358,Dallas Buyers Club,"Dallas Buyers Club In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease. Jean-Marc Vallée Matthew McConaughey Jennifer Garner Jared Leto Steve Zahn R 2013"
359,The Pursuit of Happyness,The Pursuit of Happyness A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career. Gabriele Muccino Will Smith Thandie Newton Jaden Smith Brian Howe U 2006
360,Blood Diamond,"Blood Diamond A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond. Edward Zwick Leonardo DiCaprio Djimon Hounsou Jennifer Connelly Kagiso Kuypers A 2006"
361,The Bourne Ultimatum,The Bourne Ultimatum Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer. Paul Greengrass Matt Damon Edgar Ramírez Joan Allen Julia Stiles UA 2007
362,Bin-jip,Bin-jip A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days. Ki-duk Kim Seung-Yun Lee Hee Jae Hyuk-ho Kwon Jin-mo Joo U 2004
363,Sin City,"Sin City A movie that explores the dark and miserable town, Basin City, tells the story of three different people, all caught up in violent corruption. Frank Miller Quentin Tarantino Robert Rodriguez Mickey Rourke Clive Owen A 2005"
364,Le scaphandre et le papillon,Le scaphandre et le papillon The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed. Julian Schnabel Laura Obiols Mathieu Amalric Emmanuelle Seigner Marie-Josée Croze PG-13 2007
365,G.O.R.A.,G.O.R.A. A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A. Ömer Faruk Sorak Cem Yilmaz Özge Özberk Ozan Güven Safak Sezer nan 2004
366,Ratatouille,Ratatouille A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant. Brad Bird Jan Pinkava Brad Garrett Lou Romano Patton Oswalt U 2007
367,Casino Royale,"Casino Royale After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro. Martin Campbell Daniel Craig Eva Green Judi Dench Jeffrey Wright PG-13 2006"
368,Kill Bill: Vol. 2,"Kill Bill: Vol. 2 The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle. Quentin Tarantino Uma Thurman David Carradine Michael Madsen Daryl Hannah A 2004"
369,Vozvrashchenie,"Vozvrashchenie In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces. Andrey Zvyagintsev Vladimir Garin Ivan Dobronravov Konstantin Lavronenko Nataliya Vdovina nan 2003"
370,Bom Yeoareum Gaeul Gyeoul Geurigo Bom,Bom Yeoareum Gaeul Gyeoul Geurigo Bom A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons. Ki-duk Kim Ki-duk Kim Yeong-su Oh Jong-ho Kim Kim Young-Min R 2003
371,Mar adentro,"Mar adentro The factual story of Spaniard Ramon Sampedro, who fought a thirty-year campaign in favor of euthanasia and his own right to die. Alejandro Amenábar Javier Bardem Belén Rueda Lola Dueñas Mabel Rivera U 2014"
372,Cinderella Man,"Cinderella Man The story of James J. Braddock, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s. Ron Howard Russell Crowe Renée Zellweger Craig Bierko Paul Giamatti UA 2005"
373,Kal Ho Naa Ho,"Kal Ho Naa Ho Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her. Nikkhil Advani Preity Zinta Shah Rukh Khan Saif Ali Khan Jaya Bachchan U 2003"
374,Mou gaan dou,"Mou gaan dou A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop. Andrew Lau Alan Mak Andy Lau Tony Chiu-Wai Leung Anthony Chau-Sang Wong UA 2002"
375,Pirates of the Caribbean: The Curse of the Black Pearl,"Pirates of the Caribbean: The Curse of the Black Pearl Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead. Gore Verbinski Johnny Depp Geoffrey Rush Orlando Bloom Keira Knightley UA 2003"
376,Big Fish,Big Fish A frustrated son tries to determine the fact from fiction in his dying father's life. Tim Burton Ewan McGregor Albert Finney Billy Crudup Jessica Lange U 2003
377,The Incredibles,"The Incredibles A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world. Brad Bird Craig T. Nelson Samuel L. Jackson Holly Hunter Jason Lee U 2004"
